Time,trustor,trustee,pkts_f,pkts_d,pdr,frds,coi,D_ID,D_Type,D_Brand,D_Model,D_Relationship_Type,D_Relationship_Factor
157,13,9,1,0,1,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
158,12,5,1,0,1,1,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
158,8,14,2,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
159,1,11,2,5,0.285714286,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
160,8,4,2,2,0.5,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
160,13,6,1,3,0.25,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
161,5,12,1,0,1,1,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
162,7,1,3,3,0.5,1,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
162,14,8,1,4,0.2,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
163,11,4,2,3,0.4,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
163,5,15,1,4,0.2,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
164,6,11,4,1,0.8,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
164,5,10,4,1,0.8,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
165,12,8,5,3,0.625,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
166,15,5,4,4,0.5,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
166,7,4,2,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
166,3,12,4,5,0.444444444,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
168,12,3,6,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
168,9,11,1,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
168,5,10,2,1,0.666666667,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
170,14,1,9,1,0.9,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
170,3,11,3,2,0.6,1,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
170,10,11,1,1,0.5,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
171,3,7,4,1,0.8,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
172,13,4,1,5,0.166666667,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
172,10,14,8,1,0.888888889,1,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
173,10,5,3,6,0.333333333,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
173,3,13,1,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
173,14,7,4,2,0.666666667,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
174,3,9,1,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
175,6,14,1,4,0.2,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
175,14,6,5,3,0.625,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
176,3,7,5,3,0.625,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
177,12,2,7,1,0.875,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
177,3,13,1,7,0.125,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
177,10,11,3,3,0.5,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
178,12,9,4,4,0.5,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
179,3,15,7,0,1,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
179,10,12,2,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
180,12,10,1,6,0.142857143,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
181,9,4,5,4,0.555555556,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
181,5,11,6,1,0.857142857,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
182,15,8,1,0,1,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
183,7,4,1,1,0.5,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
183,5,13,1,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
184,15,5,5,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
184,5,7,1,0,1,1,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
185,7,4,1,7,0.125,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
185,11,10,2,3,0.4,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
186,4,10,2,4,0.333333333,1,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
187,14,1,1,4,0.2,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
187,8,1,2,0,1,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
187,4,12,3,3,0.5,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
189,13,4,1,3,0.25,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
189,1,13,4,2,0.666666667,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
189,8,14,1,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
190,12,7,4,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
190,1,7,2,4,0.333333333,1,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
191,9,13,1,7,0.125,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
192,15,2,2,4,0.333333333,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
192,4,14,4,3,0.571428571,1,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
193,7,12,7,1,0.875,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
194,15,3,1,0,1,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
194,7,2,5,3,0.625,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
194,4,11,6,2,0.75,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
196,14,4,1,8,0.111111111,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
196,9,13,2,2,0.5,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
196,3,7,5,1,0.833333333,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
197,9,4,1,3,0.25,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
197,3,13,3,3,0.5,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
198,15,6,6,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
199,12,4,5,1,0.833333333,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
199,10,2,1,1,0.5,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
199,5,11,3,5,0.375,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
200,10,14,1,1,0.5,1,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
201,5,12,2,1,0.666666667,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
201,14,10,4,2,0.666666667,1,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
202,6,14,5,0,1,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
202,5,10,2,1,0.666666667,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
203,15,10,9,1,0.9,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
204,13,1,2,8,0.2,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
204,3,14,1,3,0.25,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
204,9,14,4,2,0.666666667,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
206,7,4,8,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
206,15,9,1,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
206,4,10,1,1,0.5,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
207,4,14,1,1,0.5,1,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
208,8,5,2,2,0.5,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
208,15,6,4,5,0.444444444,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
209,4,13,4,4,0.5,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
209,8,11,4,0,1,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
210,12,8,3,3,0.5,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
211,15,5,3,3,0.5,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
211,3,11,6,2,0.75,1,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
211,10,12,4,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
212,10,2,1,3,0.25,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
212,3,8,7,1,0.875,1,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
213,14,9,6,1,0.857142857,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
214,9,13,5,2,0.714285714,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
214,2,9,2,1,0.666666667,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
215,12,5,10,0,1,1,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
215,9,1,7,0,1,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
216,3,12,1,3,0.25,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
216,15,10,3,7,0.3,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
217,9,12,1,3,0.25,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
217,3,10,3,1,0.75,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
218,15,4,2,5,0.285714286,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
219,7,4,4,4,0.5,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
219,4,10,1,8,0.111111111,1,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
220,4,12,7,2,0.777777778,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
220,7,13,3,5,0.375,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
220,11,8,10,0,1,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
221,13,5,5,5,0.5,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
222,9,5,2,3,0.4,1,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
222,5,11,3,6,0.333333333,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
223,9,14,5,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
223,12,8,1,6,0.142857143,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
224,14,3,6,1,0.857142857,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
224,2,14,2,8,0.2,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
225,6,4,1,1,0.5,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
226,2,11,1,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
226,6,15,2,0,1,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
226,14,7,2,8,0.2,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
228,10,5,3,0,1,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
228,5,8,1,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
228,15,6,4,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
229,13,5,4,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
230,8,12,1,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
230,1,7,3,0,1,1,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
231,1,13,2,1,0.666666667,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
231,12,10,2,8,0.2,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
232,13,4,8,2,0.8,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
232,7,14,4,5,0.444444444,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
233,4,9,2,0,1,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
234,13,3,1,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
234,9,1,4,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
235,15,6,1,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
235,2,7,2,1,0.666666667,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
236,7,12,7,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
237,13,5,1,8,0.111111111,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
237,7,5,4,3,0.571428571,1,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
237,1,9,4,6,0.4,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
238,1,14,2,8,0.2,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
239,13,4,6,1,0.857142857,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
239,6,4,1,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
240,1,10,8,2,0.8,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
241,14,3,1,4,0.2,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
241,9,11,2,1,0.666666667,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
242,9,1,3,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
242,5,14,4,3,0.571428571,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
243,5,8,6,1,0.857142857,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
243,11,7,1,2,0.333333333,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
244,14,3,2,1,0.666666667,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
244,10,5,1,0,1,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
245,3,10,4,5,0.444444444,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
246,6,14,5,2,0.714285714,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
246,11,10,6,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
247,15,4,2,4,0.333333333,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
247,6,2,4,3,0.571428571,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
247,1,10,1,1,0.5,1,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
248,1,15,1,1,0.5,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
249,14,3,1,3,0.25,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
249,7,2,1,5,0.166666667,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
250,11,8,1,3,0.25,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
250,2,6,4,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
251,6,4,1,1,0.5,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
252,13,9,1,6,0.142857143,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
252,2,10,5,2,0.714285714,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
253,2,11,3,4,0.428571429,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
253,8,14,5,1,0.833333333,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
254,12,6,2,5,0.285714286,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
255,13,5,4,3,0.571428571,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
255,5,12,1,1,0.5,1,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
255,8,11,3,7,0.3,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
256,5,8,2,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
257,7,15,1,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
257,11,8,1,3,0.25,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
258,2,7,5,3,0.625,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
259,14,5,1,0,1,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
259,7,2,4,3,0.571428571,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
260,5,13,1,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
260,7,11,4,3,0.571428571,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
260,14,10,1,0,1,1,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
262,8,15,10,0,1,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
262,12,8,3,3,0.5,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
262,5,9,2,1,0.666666667,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
263,11,1,4,2,0.666666667,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
263,8,3,3,7,0.3,1,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
264,1,12,6,4,0.6,1,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
265,11,5,6,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
265,6,11,1,1,0.5,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
266,2,9,4,6,0.4,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
267,13,2,1,2,0.333333333,1,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
267,10,5,8,2,0.8,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
268,1,13,4,1,0.8,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
268,12,7,2,1,0.666666667,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
269,6,15,7,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
270,11,5,4,3,0.571428571,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
270,6,2,7,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
270,1,6,1,2,0.333333333,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
271,1,12,3,0,1,1,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
272,7,13,3,0,1,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
272,11,9,1,4,0.2,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
273,7,2,3,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
273,3,12,1,1,0.5,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
274,13,10,1,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
274,3,7,2,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
275,13,3,1,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
275,6,15,10,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
276,5,11,2,1,0.666666667,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
277,8,11,1,2,0.333333333,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
277,12,6,2,6,0.25,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
277,5,7,3,0,1,1,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
278,8,4,1,2,0.333333333,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
279,15,6,1,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
279,5,8,1,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
280,5,13,1,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
280,10,12,1,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
281,15,6,1,8,0.111111111,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
282,15,4,7,2,0.777777778,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
282,8,11,5,0,1,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
282,4,7,2,5,0.285714286,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
283,4,14,7,0,1,1,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
284,14,4,2,1,0.666666667,1,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
284,6,4,2,3,0.4,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
285,6,11,4,1,0.8,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
285,12,8,2,1,0.666666667,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
285,4,8,1,1,0.5,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
287,9,11,4,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
287,11,7,1,5,0.166666667,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
287,3,6,4,4,0.5,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
289,9,2,8,1,0.888888889,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
289,3,13,7,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
289,12,7,2,3,0.4,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
290,11,5,3,2,0.6,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
290,3,8,3,4,0.428571429,1,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
291,6,4,2,1,0.666666667,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
292,3,15,6,1,0.857142857,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
292,12,7,2,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
293,11,4,1,1,0.5,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
293,7,14,2,6,0.25,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
294,1,9,6,0,1,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
295,14,2,5,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
295,1,15,5,1,0.833333333,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
295,7,13,3,6,0.333333333,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
296,7,5,3,6,0.333333333,1,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
297,1,11,1,2,0.333333333,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
297,14,9,1,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
298,14,4,1,0,1,1,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
298,7,1,9,1,0.9,1,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
299,5,15,1,2,0.333333333,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
300,6,15,1,1,0.5,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
300,14,6,1,0,1,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
300,5,9,1,2,0.333333333,1,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
302,6,2,1,5,0.166666667,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
302,1,12,7,1,0.875,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
302,13,6,5,3,0.625,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
303,6,12,5,1,0.833333333,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
303,1,7,7,1,0.875,1,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
304,11,8,3,1,0.75,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
305,9,5,1,4,0.2,1,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
305,4,13,1,3,0.25,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
306,11,10,1,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
306,4,8,2,2,0.5,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
307,6,15,1,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
308,6,1,1,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
308,3,14,1,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
308,11,10,3,4,0.428571429,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
310,7,12,1,3,0.25,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
310,11,7,1,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
310,4,8,1,6,0.142857143,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
311,4,12,3,4,0.428571429,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
312,13,1,8,2,0.8,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
312,6,4,1,1,0.5,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
313,6,14,2,0,1,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
313,4,6,2,5,0.285714286,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
314,14,2,3,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
